locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0767,down,-0.032581011454262,not_significant,1355,,,fbp-sbp,,0,,day 14,Weissberg proteomics axenic
PMM0314,down,,,,,,psbT,,0,,day 14,Weissberg proteomics axenic
PMM0364,up,1.20548216501872,not_significant,129,,,,,0,,day 14,Weissberg proteomics axenic
PMM0307,down,,,,,,unk6,,0,,day 14,Weissberg proteomics axenic
PMM1555,down,0.0350713729858405,not_significant,1346,,,rplB,,0,,day 14,Weissberg proteomics axenic
PMM0491,up,0.30207093556722,not_significant,833,,,phhB,,0,,day 14,Weissberg proteomics axenic
PMM0987,down,-0.553392728169761,not_significant,490,,,rpsU,,0,,day 14,Weissberg proteomics axenic
PMM1456,down,1.72991847991943,not_significant,51,,,atpI,,0,,day 14,Weissberg proteomics axenic
PMM0766,down,0.493093172709147,not_significant,557,,,rpe,,0,,day 14,Weissberg proteomics axenic
PMM0245,up,,,,,,cobO2,,0,,day 14,Weissberg proteomics axenic
PMM1608,down,0.4457737604777,not_significant,622,,,acpP,,0,,day 14,Weissberg proteomics axenic
PMM1545,down,-1.18512121836344,significant_down,133,,73,rpsH,down,1,73.0,day 14,Weissberg proteomics axenic
PMM1578,down,-0.0637744267781599,not_significant,1294,,,psaD,,0,,day 14,Weissberg proteomics axenic
PMM1644,down,,,,,,psbZ,,0,,day 14,Weissberg proteomics axenic
PMM0446,up,-0.695516904195148,not_significant,352,,,ctaCI,,0,,day 14,Weissberg proteomics axenic
PMM0754,down,-0.0019216537475601,not_significant,1421,,,tsf,,0,,day 14,Weissberg proteomics axenic
PMM0429,down,,,,,,petP,,0,,day 14,Weissberg proteomics axenic
PMM1601,up,1.83734925587972,significant_up,43,10,,glgP,up,1,10.0,day 14,Weissberg proteomics axenic
PMM1662,down,-0.888700167338055,not_significant,240,,,rplT,,0,,day 14,Weissberg proteomics axenic
PMM1345,down,-0.828205426534016,not_significant,271,,,rpmA,,0,,day 14,Weissberg proteomics axenic
PMM1610,down,-0.170997301737467,not_significant,1064,,,tktA,,0,,day 14,Weissberg proteomics axenic
PMM1336,down,0.395555178324382,not_significant,692,,,fabZ,,0,,day 14,Weissberg proteomics axenic
PMM0202,down,-0.75900363922119,not_significant,307,,,rplJ,,0,,day 14,Weissberg proteomics axenic
PMM1285,down,-0.708135922749836,not_significant,342,,,rpsP,,0,,day 14,Weissberg proteomics axenic
PMM1542,down,-0.880298932393398,not_significant,247,,,rpsE,,0,,day 14,Weissberg proteomics axenic
PMM0368,up,1.07688808441162,significant_up,168,34,,,up,1,34.0,day 14,Weissberg proteomics axenic
PMM1661,down,,,,,,rpmI,,0,,day 14,Weissberg proteomics axenic
PMM1438,down,-0.180637677510576,not_significant,1047,,,atpB,,0,,day 14,Weissberg proteomics axenic
PMM0747,down,-0.67664051055908,not_significant,371,,,pcyA,,0,,day 14,Weissberg proteomics axenic
PMM0160,up,0.788555463155109,not_significant,293,,,ndhA,,0,,day 14,Weissberg proteomics axenic
PMM0075,up,-1.54286543528239,significant_down,65,,38,,down,-1,38.0,day 14,Weissberg proteomics axenic
PMM0870,down,-0.887312253316244,not_significant,241,,,rpmG,,0,,day 14,Weissberg proteomics axenic
PMM0201,down,-0.376806577046712,not_significant,720,,,rplL,,0,,day 14,Weissberg proteomics axenic
PMM1135,up,3.57872327168781,significant_up,8,3,,hli,up,1,3.0,day 14,Weissberg proteomics axenic
PMM0494,down,0.111374855041508,not_significant,1188,,,ppa,,0,,day 14,Weissberg proteomics axenic
PMM0936,up,,,,,,umuD,,0,,day 14,Weissberg proteomics axenic
PMM1655,down,-1.00455188751221,significant_down,191,,94,tig,down,1,94.0,day 14,Weissberg proteomics axenic
PMM1314,up,-0.357058525085447,not_significant,754,,,clpP3,,0,,day 14,Weissberg proteomics axenic
PMM1409,up,0.821542421976725,not_significant,275,,,,,0,,day 14,Weissberg proteomics axenic
PMM1149,up,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0410,down,-1.14761892954508,significant_down,146,,78,rpsD,down,1,78.0,day 14,Weissberg proteomics axenic
PMM1536,down,-1.08007017771403,significant_down,167,,87,rpsK,down,1,87.0,day 14,Weissberg proteomics axenic
PMM0751,down,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0858,up,-0.314359982808433,not_significant,814,,,,,0,,day 14,Weissberg proteomics axenic
PMM1609,down,-0.0904779434204128,not_significant,1236,,,fabF,,0,,day 14,Weissberg proteomics axenic
PMM0329,down,0.52316188812256,not_significant,524,,,psaE,,0,,day 14,Weissberg proteomics axenic
PMM0348,down,-0.400022824605307,not_significant,685,,,,,0,,day 14,Weissberg proteomics axenic
PMM1437,down,0.0837589899698896,not_significant,1248,,,groES,,0,,day 14,Weissberg proteomics axenic
PMM0035,up,1.22640387217204,significant_up,122,26,,PSTA,up,1,26.0,day 14,Weissberg proteomics axenic
PMM0120,up,0.459241549173992,not_significant,603,,,sulA,,0,,day 14,Weissberg proteomics axenic
PMM1011,down,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0145,up,-0.529284477233887,not_significant,520,,,ndhM,,0,,day 14,Weissberg proteomics axenic
PMM1412,up,0.941424369812014,not_significant,217,,,,,0,,day 14,Weissberg proteomics axenic
PMM1532,down,-0.80257002512614,not_significant,285,,,rplM,,0,,day 14,Weissberg proteomics axenic
PMM1678,up,0.580103238423667,not_significant,469,,,,,0,,day 14,Weissberg proteomics axenic
PMM0214,down,-0.894539833068841,not_significant,236,,,sul3,,0,,day 14,Weissberg proteomics axenic
PMM1312,up,0.767956733703614,not_significant,302,,,yacL,,0,,day 14,Weissberg proteomics axenic
PMM0770,up,0.657512346903487,not_significant,386,,,gnd,,0,,day 14,Weissberg proteomics axenic
PMM0428,down,-0.463889122009277,not_significant,594,,,chlG,,0,,day 14,Weissberg proteomics axenic
PMM1490,up,0.253811200459798,not_significant,915,,,deg1,,0,,day 14,Weissberg proteomics axenic
PMM0988,up,0.612095832824711,not_significant,433,,,,,0,,day 14,Weissberg proteomics axenic
PMM0647,up,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0203,down,-0.652259508768716,not_significant,390,,,rplA,,0,,day 14,Weissberg proteomics axenic
PMM0251,down,0.620708783467613,not_significant,424,,,psbH,,0,,day 14,Weissberg proteomics axenic
PMM0651,up,0.357458432515463,not_significant,753,,,,,0,,day 14,Weissberg proteomics axenic
PMM0797,down,-0.212826093037919,not_significant,992,,,,,0,,day 14,Weissberg proteomics axenic
PMM1055,down,0.0059111913045204,not_significant,1413,,,chlI,,0,,day 14,Weissberg proteomics axenic
PMM0312,down,-1.26508235931396,significant_down,110,,65,rpsA1,down,1,65.0,day 14,Weissberg proteomics axenic
PMM1109,down,0.53659470876058,not_significant,511,,,,,0,,day 14,Weissberg proteomics axenic
PMM0626,up,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0502,up,0.333760897318524,not_significant,784,,,ycf41,,0,,day 14,Weissberg proteomics axenic
PMM0869,down,-0.299410184224447,not_significant,842,,,rpsR,,0,,day 14,Weissberg proteomics axenic
PMM1534,down,-0.973844210306803,not_significant,202,,,rplQ,,0,,day 14,Weissberg proteomics axenic
PMM0046,down,0.232064882914224,not_significant,957,,,ndk,,0,,day 14,Weissberg proteomics axenic
PMM0204,down,-0.21579774220785,not_significant,985,,,rplK,,0,,day 14,Weissberg proteomics axenic
PMM1544,down,-0.627499580383296,not_significant,412,,,rplF,,0,,day 14,Weissberg proteomics axenic
PMM0480,up,0.530084292093913,not_significant,519,,,,,0,,day 14,Weissberg proteomics axenic
PMM0964,up,0.797797203063965,not_significant,287,,,ureB,,0,,day 14,Weissberg proteomics axenic
PMM0864,down,1.25846767425537,not_significant,115,,,,,0,,day 14,Weissberg proteomics axenic
PMM1128,up,1.31364790598551,not_significant,98,,,hli15,,0,,day 14,Weissberg proteomics axenic
PMM0511,down,-0.577359199523925,not_significant,471,,,ppa,,0,,day 14,Weissberg proteomics axenic
PMM0691,down,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0356,down,0.237349510192872,not_significant,945,,,pip,,0,,day 14,Weissberg proteomics axenic
PMM1154,up,0.834408124287922,not_significant,266,,,ilvN,,0,,day 14,Weissberg proteomics axenic
PMM0784,down,0.10320568084717,not_significant,1208,,,accD,,0,,day 14,Weissberg proteomics axenic
PMM1183,down,,,,,,rpmH,,0,,day 14,Weissberg proteomics axenic
PMM1146,up,0.986374855041505,not_significant,198,,,pntA2,,0,,day 14,Weissberg proteomics axenic
PMM0969,up,0.301262855529785,not_significant,837,,,ureG,,0,,day 14,Weissberg proteomics axenic
PMM1643,down,0.789738019307455,not_significant,291,,,ribH,,0,,day 14,Weissberg proteomics axenic
PMM0560,down,0.0569213231404623,not_significant,1308,,,hisG,,0,,day 14,Weissberg proteomics axenic
PMM0510,down,,,,,,,,0,,day 14,Weissberg proteomics axenic
PMM0273,down,-0.132748603820801,not_significant,1152,,,mviM,,0,,day 14,Weissberg proteomics axenic
PMM1607,down,0.18339888254801,not_significant,1039,,,psaC,,0,,day 14,Weissberg proteomics axenic
PMM0930,down,-0.408583641052247,not_significant,672,,,phdB,,0,,day 14,Weissberg proteomics axenic
PMM1440,down,-1.27220439910888,significant_down,108,,63,ycf65,down,1,63.0,day 14,Weissberg proteomics axenic
PMM1442,up,0.617983182271323,not_significant,428,,,pepP,,0,,day 14,Weissberg proteomics axenic
PMM0906,down,,,,,,psaK,,0,,day 14,Weissberg proteomics axenic
PMM0769,down,0.241596539815264,not_significant,936,,,glgC,,0,,day 14,Weissberg proteomics axenic
PMM0296,down,-0.117150942484542,not_significant,1177,,,ycf48,,0,,day 14,Weissberg proteomics axenic
PMM0206,down,0.57115650177002,not_significant,477,,,secE,,0,,day 14,Weissberg proteomics axenic
PMM0753,down,-1.25763734181722,significant_down,116,,68,rpsB,down,1,68.0,day 14,Weissberg proteomics axenic
PMM0026,down,0.277334531148273,not_significant,887,,,efp,,0,,day 14,Weissberg proteomics axenic
PMM0142,down,-2.71405506134034,significant_down,16,,11,,down,1,11.0,day 14,Weissberg proteomics axenic
PMM0844,down,-3.497483253479,not_significant,9,,,cycI1,,0,,day 14,Weissberg proteomics axenic
PMM0030,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM0337,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM0346,down,0.246693929036458,not_significant,1182,,,,,0,,day 31,Weissberg proteomics axenic
PMM0370,up,0.179190317789714,not_significant,1253,,,cynA,,0,,day 31,Weissberg proteomics axenic
PMM0550,down,-1.76338068644206,significant_down,214,,137,rbcL,down,1,137.0,day 31,Weissberg proteomics axenic
PMM1453,down,-1.2403621673584,significant_down,420,,213,atpF,down,1,213.0,day 31,Weissberg proteomics axenic
PMM1452,down,-0.351791381835936,not_significant,1094,,,atpD,,0,,day 31,Weissberg proteomics axenic
PMM0690,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM1454,down,-1.34225908915202,significant_down,353,,191,atpG,down,1,191.0,day 31,Weissberg proteomics axenic
PMM1404,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM0920,up,1.38018099466959,significant_up,338,141,,glnA,up,1,141.0,day 31,Weissberg proteomics axenic
PMM0970,up,-1.44952583312988,significant_down,300,,172,urtA,down,-1,172.0,day 31,Weissberg proteomics axenic
PMM0699,down,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM1557,down,-0.541379292805989,not_significant,923,,,rplD,,0,,day 31,Weissberg proteomics axenic
PMM1390,up,2.12151686350505,not_significant,149,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM1455,down,,,,,,atpH,,0,,day 31,Weissberg proteomics axenic
PMM0818,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM0453,down,0.113852818806968,not_significant,1308,,,fabG,,0,,day 31,Weissberg proteomics axenic
PMM0689,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM1706,down,2.31294759114584,significant_up,118,29,,rpsF,up,-1,29.0,day 31,Weissberg proteomics axenic
PMM0365,up,-1.49096234639486,significant_down,291,,169,,down,-1,169.0,day 31,Weissberg proteomics axenic
PMM0246,up,3.58713213602702,significant_up,28,4,,ntcA,up,1,4.0,day 31,Weissberg proteomics axenic
PMM0336,up,0.480127970377605,not_significant,980,,,PTOX,,0,,day 31,Weissberg proteomics axenic
PMM1451,down,1.14490763346354,significant_up,477,224,,atpA,up,-1,224.0,day 31,Weissberg proteomics axenic
PMM0901,down,-0.442375818888347,not_significant,1017,,,htpG,,0,,day 31,Weissberg proteomics axenic
PMM0687,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM0374,up,,,,,,tatA,,0,,day 31,Weissberg proteomics axenic
PMM0583,down,0.235425949096681,not_significant,1202,,,hemE,,0,,day 31,Weissberg proteomics axenic
PMM1558,down,-0.388322830200192,not_significant,1066,,,rplC,,0,,day 31,Weissberg proteomics axenic
PMM0447,up,,,,,,ctaA,,0,,day 31,Weissberg proteomics axenic
PMM0452,down,1.09291648864746,significant_up,504,239,,groL2,up,-1,239.0,day 31,Weissberg proteomics axenic
PMM0334,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM0549,down,1.49800237019857,significant_up,287,111,,csoS1A,up,-1,111.0,day 31,Weissberg proteomics axenic
PMM1541,down,-0.795481363932289,not_significant,711,,,rplO,,0,,day 31,Weissberg proteomics axenic
PMM0272,down,,,,,,psbK,,0,,day 31,Weissberg proteomics axenic
PMM0819,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM1538,down,,,,,,rpmJ,,0,,day 31,Weissberg proteomics axenic
PMM1520,down,,,,,,psaI,,0,,day 31,Weissberg proteomics axenic
PMM1537,down,0.711573282877607,not_significant,785,,,rpsM,,0,,day 31,Weissberg proteomics axenic
PMM1396,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM0684,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM1397,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM0552,down,-0.76081657409668,not_significant,741,,,csoS2,,0,,day 31,Weissberg proteomics axenic
PMM0785,down,0.860544204711916,not_significant,659,,,prkB,,0,,day 31,Weissberg proteomics axenic
PMM1523,down,-3.62316703796387,significant_down,26,,23,psaB,down,1,23.0,day 31,Weissberg proteomics axenic
PMM1519,down,-5.03541628519694,significant_down,4,,3,psaL,down,1,3.0,day 31,Weissberg proteomics axenic
PMM1556,down,0.784133275349933,not_significant,722,,,rplW,,0,,day 31,Weissberg proteomics axenic
PMM1507,down,-0.0185362497965498,not_significant,1416,,,rpsJ,,0,,day 31,Weissberg proteomics axenic
PMM0876,down,-1.21315956115723,significant_down,434,,218,,down,1,218.0,day 31,Weissberg proteomics axenic
PMM1134,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM1457,down,1.81185404459635,significant_up,202,66,,atp1,up,-1,66.0,day 31,Weissberg proteomics axenic
PMM1700,up,-0.38997141520182,not_significant,1064,,,acnB,,0,,day 31,Weissberg proteomics axenic
PMM0710,down,0.448837916056318,not_significant,1012,,,pstS,,0,,day 31,Weissberg proteomics axenic
PMM1385,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM0605,down,0.924819310506189,not_significant,606,,,,,0,,day 31,Weissberg proteomics axenic
PMM1554,down,0.882329940795899,not_significant,638,,,rpsS,,0,,day 31,Weissberg proteomics axenic
PMM1350,down,-0.0231685638427694,not_significant,1410,,,,,0,,day 31,Weissberg proteomics axenic
PMM0971,up,-0.243567784627277,not_significant,1190,,,urtB,,0,,day 31,Weissberg proteomics axenic
PMM0548,up,0.453662872314453,not_significant,1007,,,rdgB,,0,,day 31,Weissberg proteomics axenic
PMM1262,up,-2.15499750773112,significant_down,143,,103,lexA,down,-1,103.0,day 31,Weissberg proteomics axenic
PMM0540,down,,,,,,psaM,,0,,day 31,Weissberg proteomics axenic
PMM0371,up,1.33327420552572,not_significant,358,,,cynB,,0,,day 31,Weissberg proteomics axenic
PMM0817,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM0306,down,1.28016916910807,significant_up,386,173,,cpeS,up,-1,173.0,day 31,Weissberg proteomics axenic
PMM1562,up,3.61984952290853,significant_up,27,3,,recA,up,1,3.0,day 31,Weissberg proteomics axenic
PMM1553,down,-0.283522923787433,not_significant,1148,,,rplV,,0,,day 31,Weissberg proteomics axenic
PMM1375,down,2.60503641764323,significant_up,81,14,,,up,-1,14.0,day 31,Weissberg proteomics axenic
PMM1074,up,0.964611053466798,not_significant,583,,,zwf,,0,,day 31,Weissberg proteomics axenic
PMM0781,down,-0.078808466593423,not_significant,1352,,,fbaA,,0,,day 31,Weissberg proteomics axenic
PMM0726,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM1672,up,0.0340652465820317,not_significant,1396,,,desC4,,0,,day 31,Weissberg proteomics axenic
PMM1402,down,0.0115000406901062,not_significant,1420,,,,,0,,day 31,Weissberg proteomics axenic
PMM0469,down,-2.95245552062988,significant_down,57,,48,psaF,down,1,48.0,day 31,Weissberg proteomics axenic
PMM0996,up,0.883522033691407,not_significant,637,,,,,0,,day 31,Weissberg proteomics axenic
PMM1298,down,0.418287913004553,not_significant,1040,,,lpdA,,0,,day 31,Weissberg proteomics axenic
PMM0599,down,2.1469243367513,significant_up,144,38,,,up,-1,38.0,day 31,Weissberg proteomics axenic
PMM0087,up,,,,,,,,0,,day 31,Weissberg proteomics axenic
PMM0468,down,1.31990623474121,significant_up,365,158,,psaJ,up,-1,158.0,day 31,Weissberg proteomics axenic
PMM1384,up,,,,,,hli,,0,,day 31,Weissberg proteomics axenic
PMM1552,down,-0.928371429443361,not_significant,601,,,rpsC,,0,,day 31,Weissberg proteomics axenic
PMM0363,up,1.41909980773926,significant_up,315,128,,,up,1,128.0,day 31,Weissberg proteomics axenic
PMM0965,up,0.833249409993486,not_significant,680,,,ureA,,0,,day 31,Weissberg proteomics axenic
PMM1623,up,1.74118423461914,significant_up,219,74,,ssb,up,1,74.0,day 31,Weissberg proteomics axenic
PMM0810,up,1.76965268452962,significant_up,212,72,,,up,1,72.0,day 31,Weissberg proteomics axenic
PMM1511,down,-1.26050949096679,significant_down,402,,202,rpsL,down,1,202.0,day 31,Weissberg proteomics axenic
PMM0767,down,1.38575871785482,significant_up,331,137,,fbp-sbp,up,-1,137.0,day 31,Weissberg proteomics axenic
PMM0314,down,,,,,,psbT,,0,,day 31,Weissberg proteomics axenic
PMM0364,up,-0.444543202718101,not_significant,1016,,,,,0,,day 31,Weissberg proteomics axenic
PMM0307,down,,,,,,unk6,,0,,day 31,Weissberg proteomics axenic
PMM1555,down,-0.350463231404623,not_significant,1097,,,rplB,,0,,day 31,Weissberg proteomics axenic
PMM0491,up,0.196875254313151,not_significant,1240,,,phhB,,0,,day 31,Weissberg proteomics axenic
PMM0987,down,-0.863520940144858,not_significant,654,,,rpsU,,0,,day 31,Weissberg proteomics axenic
PMM1456,down,-1.1510747273763,not_significant,471,,,atpI,,0,,day 31,Weissberg proteomics axenic
PMM0766,down,-0.877747853597005,not_significant,642,,,rpe,,0,,day 31,Weissberg proteomics axenic
PMM0245,up,,,,,,cobO2,,0,,day 31,Weissberg proteomics axenic
PMM1608,down,1.42929840087891,significant_up,309,123,,acpP,up,-1,123.0,day 31,Weissberg proteomics axenic
PMM1545,down,-0.49359385172526,not_significant,967,,,rpsH,,0,,day 31,Weissberg proteomics axenic
PMM1578,down,1.50675264994303,significant_up,284,109,,psaD,up,-1,109.0,day 31,Weissberg proteomics axenic
PMM1644,down,,,,,,psbZ,,0,,day 31,Weissberg proteomics axenic
