locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM1437,down,-2.01,significant_down,199,,104,groES,down,1,104.0,24h,Read N-dep
PMM0035,up,1.83,significant_up,228,101,,PSTA,up,1,101.0,24h,Read N-dep
PMM0120,up,1.65,significant_up,259,111,,sulA,up,1,111.0,24h,Read N-dep
PMM1011,down,-3.04,significant_down,82,,43,,down,1,43.0,24h,Read N-dep
PMM0145,up,1.97,significant_up,204,93,,ndhM,up,1,93.0,24h,Read N-dep
PMM1412,up,2.86,significant_up,97,47,,,up,1,47.0,24h,Read N-dep
PMM1532,down,-2.98,significant_down,87,,46,rplM,down,1,46.0,24h,Read N-dep
PMM1678,up,0.96,not_significant,466,,,,,0,,24h,Read N-dep
PMM0214,down,-2.54,significant_down,123,,67,sul3,down,1,67.0,24h,Read N-dep
PMM1312,up,2.02,significant_up,197,92,,yacL,up,1,92.0,24h,Read N-dep
PMM0770,up,1.6,not_significant,269,,,gnd,,0,,24h,Read N-dep
PMM0428,down,-1.57,significant_down,275,,134,chlG,down,1,134.0,24h,Read N-dep
PMM1490,up,2.79,significant_up,106,51,,deg1,up,1,51.0,24h,Read N-dep
PMM0988,up,0.6,not_significant,607,,,,,0,,24h,Read N-dep
PMM0647,up,0.73,not_significant,557,,,,,0,,24h,Read N-dep
PMM0203,down,-1.98,significant_down,201,,106,rplA,down,1,106.0,24h,Read N-dep
PMM0251,down,-2.79,significant_down,105,,55,psbH,down,1,55.0,24h,Read N-dep
PMM0651,up,2.56,significant_up,120,55,,,up,1,55.0,24h,Read N-dep
PMM0797,down,-2.7,significant_down,108,,57,,down,1,57.0,24h,Read N-dep
PMM1055,down,-1.54,significant_down,283,,140,chlI,down,1,140.0,24h,Read N-dep
PMM0312,down,-1.75,significant_down,238,,122,rpsA1,down,1,122.0,24h,Read N-dep
PMM1109,down,-2.65,significant_down,113,,61,,down,1,61.0,24h,Read N-dep
PMM0626,up,2.49,significant_up,130,61,,,up,1,61.0,24h,Read N-dep
PMM0502,up,1.25,not_significant,369,,,ycf41,,0,,24h,Read N-dep
PMM0869,down,-2.64,significant_down,114,,62,rpsR,down,1,62.0,24h,Read N-dep
PMM1534,down,-1.33,significant_down,344,,158,rplQ,down,1,158.0,24h,Read N-dep
PMM0046,down,-2.59,significant_down,116,,64,ndk,down,1,64.0,24h,Read N-dep
PMM0204,down,-1.41,significant_down,317,,151,rplK,down,1,151.0,24h,Read N-dep
PMM1544,down,-1.87,significant_down,218,,113,rplF,down,1,113.0,24h,Read N-dep
PMM0480,up,1.61,significant_up,264,113,,,up,1,113.0,24h,Read N-dep
PMM0964,up,2.33,significant_up,146,70,,ureB,up,1,70.0,24h,Read N-dep
PMM0864,down,-2.44,significant_down,134,,71,,down,1,71.0,24h,Read N-dep
PMM1128,up,1.68,significant_up,250,108,,hli15,up,1,108.0,24h,Read N-dep
PMM0511,down,-2.11,significant_down,180,,94,ppa,down,1,94.0,24h,Read N-dep
PMM0691,down,-1.54,significant_down,282,,139,,down,1,139.0,24h,Read N-dep
PMM0356,down,-2.27,significant_down,157,,83,pip,down,1,83.0,24h,Read N-dep
PMM1154,up,1.38,not_significant,330,,,ilvN,,0,,24h,Read N-dep
PMM0784,down,-0.74,not_significant,550,,,accD,,0,,24h,Read N-dep
PMM1183,down,-2.22,significant_down,165,,87,rpmH,down,1,87.0,24h,Read N-dep
PMM1146,up,2.09,significant_up,184,87,,pntA2,up,1,87.0,24h,Read N-dep
PMM0969,up,1.85,significant_up,224,99,,ureG,up,1,99.0,24h,Read N-dep
PMM1643,down,-1.75,significant_down,239,,123,ribH,down,1,123.0,24h,Read N-dep
PMM0560,down,-1.09,significant_down,424,,165,hisG,down,1,165.0,24h,Read N-dep
PMM0510,down,-2.09,significant_down,183,,96,,down,1,96.0,24h,Read N-dep
PMM0273,down,-1.1,not_significant,420,,,mviM,,0,,24h,Read N-dep
PMM1607,down,-2.05,significant_down,189,,99,psaC,down,1,99.0,24h,Read N-dep
PMM0930,down,-2.02,significant_down,195,,102,phdB,down,1,102.0,24h,Read N-dep
PMM1440,down,-1.68,significant_down,249,,128,ycf65,down,1,128.0,24h,Read N-dep
PMM1442,up,1.73,significant_up,241,107,,pepP,up,1,107.0,24h,Read N-dep
PMM0906,down,-1.96,significant_down,205,,107,psaK,down,1,107.0,24h,Read N-dep
PMM0769,down,-1.95,significant_down,208,,108,glgC,down,1,108.0,24h,Read N-dep
PMM0296,down,-1.56,significant_down,276,,135,ycf48,down,1,135.0,24h,Read N-dep
PMM0206,down,-1.37,significant_down,332,,155,secE,down,1,155.0,24h,Read N-dep
PMM0753,down,-1.08,not_significant,428,,,rpsB,,0,,24h,Read N-dep
PMM0026,down,-1.32,significant_down,349,,159,efp,down,1,159.0,24h,Read N-dep
PMM0142,down,-1.75,significant_down,237,,121,,down,1,121.0,24h,Read N-dep
PMM0844,down,-1.49,significant_down,298,,144,cycI1,down,1,144.0,24h,Read N-dep
