pathway_id,pathway_name,direction,a,b,c,d,odds_ratio,p_value,fold_enrichment,expected,padj,test_type,pathway_coverage,n_pathway_genes_in_universe,n_pathway_genes_total,underpowered,timepoint,experiment
cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,31,126,137,1130,2.0293129417217006,0.0015204688605985797,1.6736427054898393,18.52247191011236,0.026228087845325498,vs_genome,0.7887323943661971,168,213,False,days 60+89,de_weissberg_proteomics_coculture
cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,17,140,10,1257,15.263571428571428,7.396208671831964e-11,5.710780844538807,2.976825842696629,5.103383983564055e-09,vs_genome,0.9642857142857143,27,28,False,days 60+89,de_weissberg_proteomics_coculture
cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,combined,19,215,8,1182,13.056976744186047,4.215125768507373e-10,4.282367837923394,4.436797752808989,2.9084367802700873e-08,vs_genome,0.9642857142857143,27,28,False,days 60+89,de_weissberg_proteomics_coculture
cyanorak.role:Q.1,"Transport and binding proteins > Amino acids, peptides and amines",up,7,150,3,1264,19.662222222222223,1.573653351625904e-05,6.349044585987261,1.1025280898876404,0.0005429104063109369,vs_genome,1.0,10,10,False,days 60+89,de_weissberg_proteomics_coculture
cyanorak.role:Q.1,"Transport and binding proteins > Amino acids, peptides and amines",combined,7,227,3,1187,12.201174743024962,0.00022900970283397338,4.259829059829059,1.6432584269662922,0.007900834747772081,vs_genome,1.0,10,10,False,days 60+89,de_weissberg_proteomics_coculture
cyanorak.role:R.2,Other > Conserved hypothetical proteins,up,29,128,117,1150,2.2268963675213675,0.0006308642005176912,1.8015879940668351,16.096910112359552,0.014509876611906898,vs_genome,0.4294117647058823,146,340,False,days 60+89,de_weissberg_proteomics_coculture
cyanorak.role:B.5,cyanorak.role:B.5,down,22,450,26,1351,2.5403418803418805,0.0016070557576645828,1.7954625706214689,12.253109789075175,0.015840978182693744,vs_genome,0.9795918367346939,48,49,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,15,390,13,1431,4.233727810650888,0.00021952854725474313,2.4457671957671954,6.133044889129259,0.015147469760577275,vs_genome,1.0,28,28,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:H.2,"Fatty acid, phospholipid and sterol metabolism > Fatty acid metabolism",down,13,459,10,1367,3.871677559912854,0.0014304298706316074,2.2141672807663966,5.871281773931855,0.015840978182693744,vs_genome,1.0,23,23,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,10,462,0,1377,inf,1.093837608372684e-06,3.9173728813559325,2.552731206057328,3.047941709836009e-05,vs_genome,1.0,10,10,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,combined,10,867,0,972,inf,0.0005608535757706295,2.1083238312428736,4.74310438074635,0.019349448364086717,vs_genome,1.0,10,10,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,13,459,8,1369,4.846677559912854,0.0004286661214120321,2.425040355125101,5.36073553272039,0.005915592475486043,vs_genome,0.9545454545454546,21,22,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,combined,17,860,4,968,4.783720930232558,0.0016636523177160462,1.7067383395775644,9.960519199567333,0.03826400330746906,vs_genome,0.9545454545454546,21,22,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,14,458,3,1374,14.0,1.3251920477547865e-06,3.2260717846460616,4.339643050297458,3.047941709836009e-05,vs_genome,1.0,17,17,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,19,453,11,1366,5.208508930363235,1.1831687430259918e-05,2.481002824858757,7.6581936181719845,0.00020409660817198358,vs_genome,0.967741935483871,30,31,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,43,429,18,1359,7.567599067599067,8.009444053123241e-14,2.7614267852181165,15.571660356949703,5.526516396655036e-12,vs_genome,1.0,61,61,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,combined,45,832,16,956,3.231670673076923,1.9666733059662114e-05,1.5553208591135954,28.932936722552732,0.0013570045811166858,vs_genome,1.0,61,61,False,day 14,de_weissberg_rnaseq_axenic
cyanorak.role:R.2,Other > Conserved hypothetical proteins,combined,30,54,272,1493,3.0494281045751634,7.629480639971709e-06,2.186613055818354,13.71984856679286,0.0005264341641580479,vs_genome,0.888235294117647,302,340,False,day 18,de_weissberg_rnaseq_coculture
cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,8,218,9,1614,6.581039755351682,0.00040047064445246,3.8500780843310776,2.077879935100054,0.016130700897553057,vs_genome,1.0,17,17,False,day 60,de_weissberg_rnaseq_coculture
cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,11,215,19,1604,4.31921664626683,0.0004675565477551611,2.999852507374631,3.666846944294213,0.016130700897553057,vs_genome,0.967741935483871,30,31,False,day 60,de_weissberg_rnaseq_coculture
cyanorak.role:R.2,Other > Conserved hypothetical proteins,down,42,117,260,1430,1.9743589743589745,0.000477254300619882,1.6172685243033862,25.9697133585722,0.032930546742771856,vs_genome,0.888235294117647,302,340,False,day 89,de_weissberg_rnaseq_coculture
cyanorak.role:R.2,Other > Conserved hypothetical proteins,combined,64,203,238,1344,1.7803535207186323,0.00030878038247389363,1.4675695116204084,43.60951865873445,0.02130584639069866,vs_genome,0.888235294117647,302,340,False,day 89,de_weissberg_rnaseq_coculture
cyanorak.role:R.2,Other > Conserved hypothetical proteins,combined,68,217,234,1330,1.7810862972153294,0.00022076538193190276,1.4608109678168932,46.54948620876149,0.01523281135330129,vs_genome,0.888235294117647,302,340,False,days 60+89,de_weissberg_rnaseq_coculture
