locus_tag,gene_name,experiment_id,treatment_type,timepoint,timepoint_hours,timepoint_order,log2fc,padj,rank,rank_up,rank_down,expression_status,growth_phase,product,experiment_name,treatment,gene_category,omics_type,coculture_partner,table_scope,table_scope_detail,background_factors
PMM0336,PTOX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,5.016074153075532,2.33374665820518e-12,33,11,,significant_up,nutrient_limited,plastoquinol terminal oxidase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM1427,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.940958409884867,,36,12,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0690,hli,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.867489138027757,1.4886875466928816e-20,40,13,,significant_up,nutrient_limited,high light inducible protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM0684,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.737350948185801,4.4140577642682845e-12,43,14,,significant_up,nutrient_limited,conserved hypothetical protein (DUF1651),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1966,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.705838225250466,6.593148607998512e-07,45,15,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1898,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.679947892418878,5.2420127670798215e-11,48,16,,significant_up,nutrient_limited,Conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0819,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.660970769559715,1.1209098584843684e-11,49,17,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1939,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.652180082560368,6.418892252351217e-05,50,18,,significant_up,nutrient_limited,Conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1860,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.60816166421428,8.977140841532316e-07,53,19,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
TX50_RS09730,hli,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.572918442930424,3.1408096003066445e-12,54,20,,significant_up,nutrient_limited,possible high light inducible protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM0337,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.404923755200296,2.0876441643014387e-05,57,21,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1384,hli,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.383800019177504,4.494204743179268e-13,58,22,,significant_up,nutrient_limited,high light inducible protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM1885,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.381109719687346,1.017770533674105e-09,59,23,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1041,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.367388260137553,5.521605185901931e-06,61,24,,significant_up,nutrient_limited,RmlC-like cupin domain-containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Central intermediary metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1118,hli,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.297619975485213,1.4442230453461345e-13,67,25,,significant_up,nutrient_limited,high light inducible protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM0685,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.295477808531503,1.4850609744229278e-08,68,26,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.279566443092617,2.9550592954568683e-10,70,27,,significant_up,nutrient_limited,"cyanate ABC transporter, permease protein",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Central intermediary metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM0714,arsR,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.268064080975516,3.0605134169689046e-17,71,28,,significant_up,nutrient_limited,"bacterial regulatory protein, ArsR family",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM1390,hli,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.202745707846625,0.000171841265292,74,29,,significant_up,nutrient_limited,high light inducible protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM0348,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.180174728276323,3.4656176847035786e-42,77,30,,significant_up,nutrient_limited,conserved hypothetical protein family PM-17,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0150,ndhD1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.077043921813463,4.508389477376417e-15,80,31,,significant_up,nutrient_limited,NADH dehydrogenase I subunit NdhD (chain 4 or M),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Carbohydrate metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM0687,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.0674889457570345,1.6181082973453386e-08,81,32,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0339,T8L23.23,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.0629636077521205,2.6467268922038684e-15,82,33,,significant_up,nutrient_limited,carotenoid isomerase protein family,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Coenzyme metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1915,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,4.02485471615402,6.624091119174213e-14,86,34,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1601,glgP,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.940890203891141,,87,35,,significant_up,nutrient_limited,glycogen phosphorylase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM1671,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.9101776286002807,1.9294197274762718e-11,91,36,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1955,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.876899592349444,0.0006659206357086,94,37,,significant_up,nutrient_limited,Conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.8635086439112745,7.801311428232697e-10,95,38,,significant_up,nutrient_limited,ammonium transporter,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Central intermediary metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1037,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.727383062878376,7.811299452230525e-05,100,39,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1897,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.712726380044303,7.490734271087745e-10,102,40,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1863,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.6876269063715865,5.577920353687883e-07,104,41,,significant_up,nutrient_limited,Conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1562,recA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.667196854262506,,106,42,,significant_up,nutrient_limited,recombinase A,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Replication and repair,RNASEQ,,all_detected_genes,,axenic | light
PMM0548,rdgB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.634342051784111,9.85655408239623e-08,107,43,,significant_up,nutrient_limited,dITP/XTP pyrophosphatase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Nucleotide metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM0334,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.6260850558508992,,109,44,,significant_up,nutrient_limited,conserved hypothetical protein (DUF3104),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1403,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.569059199480711,3.819021925959965e-06,113,45,,significant_up,nutrient_limited,HNH endonuclease family protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Replication and repair,RNASEQ,,all_detected_genes,,axenic | light
PMM1672,desC4,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.5671327919208986,3.247109925611197e-15,114,46,,significant_up,nutrient_limited,delta-9 fatty-acid desaturase DesC4,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM1119,som,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.528088132478363,1.0377370401918345e-13,118,47,,significant_up,nutrient_limited,outer membrane porin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM0617,murI,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.5139878138699263,7.480835145128274e-07,119,48,,significant_up,nutrient_limited,glutamate racemase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Cell wall and membrane,RNASEQ,,all_detected_genes,,axenic | light
PMM0447,ctaA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.4970293441224487,1.0444326846428044e-12,121,49,,significant_up,nutrient_limited,cytochrome oxidase biogenesis protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Coenzyme metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1024,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.4815856205704545,4.487142178490103e-07,123,50,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1873,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.477704559348211,2.2180444276417053e-18,125,51,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1894,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.4514826332421285,1.0892640063502951e-10,129,52,,significant_up,nutrient_limited,Conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0160,ndhA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.443432311301917,3.010734860513788e-13,130,53,,significant_up,nutrient_limited,NADH dehydrogenase I subunit NdhA (chain 1 or H),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Carbohydrate metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1017,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.4269056779086773,4.685363313165305e-19,131,54,,significant_up,nutrient_limited,plastid lipid-associated protein (PAP)/fibrillin family,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Coenzyme metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1025,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.373074854935812,1.9136104327442448e-11,134,55,,significant_up,nutrient_limited,OsmC/Ohr family domain-containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM0920,glnA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.3569768863566645,7.395965792256581e-06,140,56,,significant_up,nutrient_limited,"glutamine synthetase, type I",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Amino acid metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.352117316421244,1.0044699427936916e-05,141,57,,significant_up,nutrient_limited,global nitrogen regulatory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Stress response and adaptation,RNASEQ,,all_detected_genes,,axenic | light
PMM1122,apt,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.3013425329814163,1.0197357144234432e-10,148,58,,significant_up,nutrient_limited,adenine phosphoribosyltransferase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Nucleotide metabolism,RNASEQ,,all_detected_genes,,axenic | light
PMM1626,tsaE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.293570864830188,2.124208719453539e-24,150,59,,significant_up,nutrient_limited,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Translation,RNASEQ,,all_detected_genes,,axenic | light
PMM1312,yacL,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.278629428535752,1.3812923675555894e-09,151,60,,significant_up,nutrient_limited,uncharacterized conserved membrane TRAM and PIN domains containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1248,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.263279008283139,1.7262662853470665e-07,153,61,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1123,hupE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.235472123040473,8.660666474852439e-14,155,62,,significant_up,nutrient_limited,hydrogenase/urease accessory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Post-translational modification,RNASEQ,,all_detected_genes,,axenic | light
PMM2013,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.206325577469096,4.379735299462413e-14,159,63,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM1249,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.0936181251420507,1.1011981860852487e-16,168,64,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
PMM0351,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen,day 14,336.0,1,3.0689916006284714,4.050467599264882e-13,170,65,,significant_up,nutrient_limited,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (RNASEQ),PRO99-lowN nutrient starvation,Unknown,RNASEQ,,all_detected_genes,,axenic | light
