locus_tag,gene_name,experiment_id,treatment_type,timepoint,timepoint_hours,timepoint_order,log2fc,padj,rank,rank_up,rank_down,expression_status,growth_phase,product,experiment_name,treatment,gene_category,omics_type,coculture_partner,table_scope,table_scope_detail,background_factors,axis,role,kg_evidence
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,2.26979764302572,0.0006905578191929,21,13.0,,significant_up,nutrient_limited,"ABC-type urea transporter, substrate binding component",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,2.23080062866211,8.8325962497014e-05,24,15.0,,significant_up,nutrient_limited,global nitrogen regulatory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM0920,glnA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,2.21589183807374,0.0022579902918395,46,35.0,,significant_up,nutrient_limited,"glutamine synthetase, type I",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Amino acid metabolism,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:E.4
PMM0223,psbA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-2.20743942260743,2.43504839421586e-05,25,,8.0,significant_down,nutrient_limited,photosystem II protein D1.1,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8
PMM1463,glnB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,2.10725593566895,8.01644774392301e-06,30,18.0,,significant_up,nutrient_limited,nitrogen regulatory protein P-II,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM1437,groES,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,2.09804757436117,2.56189562285053e-05,56,44.0,,significant_up,nutrient_limited,co-chaperonin GroES,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM1437,groES,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,1.99801445007324,4.96792786356556e-05,47,39.0,,significant_up,nutrient_limited,co-chaperonin GroES,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM1657,clpX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-1.88213793436686,2.09315829452566e-05,50,,23.0,significant_down,nutrient_limited,"ATP-dependent Clp protease ATP-binding subunit, ClpX",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM0400,lrtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,-1.81123542785644,0.0147681787256896,12,,1.0,significant_down,nutrient_limited,light repressed protein A,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Translation,PROTEOMICS,,all_detected_genes,,coculture | light,cell_death,positive,canonical_literature_marker
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,1.76032638549805,0.0032116452692161,15,11.0,,significant_up,nutrient_limited,global nitrogen regulatory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,1.66582997639974,0.0188618836692164,20,14.0,,significant_up,nutrient_limited,"ABC-type urea transporter, substrate binding component",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM1511,rpsL,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-1.56518300374349,0.018897645889568,85,,44.0,significant_down,nutrient_limited,30S ribosomal protein S12,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Translation,PROTEOMICS,,all_detected_genes,,coculture | light,negative,negative,housekeeping
PMM0400,lrtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-1.56001790364583,0.012608007940028,86,,14.0,significant_down,nutrient_limited,light repressed protein A,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Translation,PROTEOMICS,,all_detected_genes,,coculture | light,cell_death,positive,canonical_literature_marker
PMM0223,psbA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,-1.51616382598877,0.0004306800990023,114,,23.0,significant_down,nutrient_limited,photosystem II protein D1.1,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8
PMM1157,psbD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,-1.47884019215902,0.0002563116952963,124,,26.0,significant_down,nutrient_limited,photosystem II D2 protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8+go:0009769
PMM0400,lrtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,-1.4692710240682,0.0149534483039601,131,,30.0,significant_down,nutrient_limited,light repressed protein A,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Translation,PROTEOMICS,,all_detected_genes,,coculture | light,cell_death,positive,canonical_literature_marker
PMM1463,glnB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,1.34688440958659,0.0017487735074487,40,21.0,,significant_up,nutrient_limited,nitrogen regulatory protein P-II,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,1.34489758809407,0.0047188844916412,137,90.0,,significant_up,nutrient_limited,global nitrogen regulatory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM1061,trxA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,1.24329249064128,0.000259711195066,174,110.0,,significant_up,nutrient_limited,m-type thioredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM0223,psbA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-1.24156443277995,0.002363310766949,175,,41.0,significant_down,nutrient_limited,photosystem II protein D1.1,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8
PMM1157,psbD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-1.22119331359863,0.001406516709168,189,,45.0,significant_down,nutrient_limited,photosystem II D2 protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8+go:0009769
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,1.1701078414917,0.0095480862242047,217,132.0,,significant_up,nutrient_limited,global nitrogen regulatory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:D.1.3+E.4
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,1.03662236531576,4.36496332741234e-05,257,104.0,,significant_up,nutrient_limited,ammonium transporter,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Central intermediary metabolism,PROTEOMICS,,all_detected_genes,,coculture | light,n_stress,positive,cyanorak:E.4
PMM0079,prxQ,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,-1.01379934946696,0.0007335406074618,282,,89.0,significant_down,nutrient_limited,2-Cys peroxiredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM1061,trxA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,0.959367752075198,0.0016776641629338,305,,,not_significant,nutrient_limited,m-type thioredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM1061,trxA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,0.927875836690271,0.002240629002512,335,,,not_significant,nutrient_limited,m-type thioredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM0856,ahpC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,0.905608495076497,0.0012181317351818,304,,,not_significant,nutrient_limited,2-Cys peroxiredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM1511,rpsL,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,-0.837624549865723,0.181102973584584,401,,,not_significant,nutrient_limited,30S ribosomal protein S12,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Translation,PROTEOMICS,,all_detected_genes,,coculture | light,negative,negative,housekeeping
PMM1451,atpA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-0.718907038370764,0.0313214993765644,477,,,not_significant,nutrient_limited,ATP synthase alpha chain,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,negative,negative,housekeeping
PMM0856,ahpC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,0.7092924118042,0.0056880050640117,492,,,not_significant,nutrient_limited,2-Cys peroxiredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM1437,groES,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,0.708197275797525,0.0492550900596927,487,,,not_significant,nutrient_limited,co-chaperonin GroES,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM0079,prxQ,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-0.688332239786783,0.0120224007463224,449,,,not_significant,nutrient_limited,2-Cys peroxiredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM0901,htpG,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-0.674207687377935,0.0136825297038958,459,,,not_significant,nutrient_limited,molecular chaperone HtpG,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM0856,ahpC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,0.664410273234051,0.0085313648721296,529,,,not_significant,nutrient_limited,2-Cys peroxiredoxin,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM0901,htpG,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-0.663478851318365,0.0135094889932687,531,,,not_significant,nutrient_limited,molecular chaperone HtpG,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM1157,psbD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,-0.661139170328773,0.0846213709924109,267,,,not_significant,nutrient_limited,photosystem II D2 protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8+go:0009769
PMM1432,dnaK1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-0.628361384073894,0.0691991038524873,504,,,not_significant,nutrient_limited,chaperone protein DnaK,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457+go:0006986
PMM0223,psbA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,-0.610720316569013,0.144024274594154,307,,,not_significant,nutrient_limited,photosystem II protein D1.1,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:J.8
PMM1657,clpX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,-0.606836954752608,0.0831748742309849,311,,,not_significant,nutrient_limited,"ATP-dependent Clp protease ATP-binding subunit, ClpX",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM0743,ftsH2,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-0.603876113891599,0.0149425655806017,585,,,not_significant,nutrient_limited,photosystem II D1 repair protein FtsH2,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:L.3+go:0010206
PMM1485,rpoB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-0.5946102142334,0.0098283685930024,594,,,not_significant,nutrient_limited,"DNA-directed RNA polymerase, beta subunit",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Transcription,PROTEOMICS,,all_detected_genes,,coculture | light,negative,negative,housekeeping
PMM0191,spoT,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,-0.585882822672526,0.0149217271825368,606,,,not_significant,nutrient_limited,"bifunctional GTP diphosphokinase / guanosine-3^,5^-bis(diphosphate) 3^-diphosphatase",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,cell_death,positive,go:0015968+go:0042594
PMM1657,clpX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 89,2136.0,4,-0.545327186584478,0.062186643152356,666,,,not_significant,nutrient_limited,"ATP-dependent Clp protease ATP-binding subunit, ClpX",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM0567,gor,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 31,744.0,2,0.540905634562175,0.0148436453788261,635,,,not_significant,nutrient_limited,glutathione reductase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Coenzyme metabolism,PROTEOMICS,,all_detected_genes,,coculture | light,oxidative,positive,cyanorak:D.1.4+go:0006979
PMM1657,clpX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 60,1440.0,3,-0.530605316162114,0.0770930728719622,604,,,not_significant,nutrient_limited,"ATP-dependent Clp protease ATP-binding subunit, ClpX",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,coculture | light,proteotoxic,positive,cyanorak:L.3+go:0006457
PMM0743,ftsH2,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen,day 18,432.0,1,-0.510631561279293,0.071034801623737,430,,,not_significant,nutrient_limited,photosystem II D1 repair protein FtsH2,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,coculture | light,photo,positive,cyanorak:L.3+go:0010206
