experiment_id,organism,genus,omics_type,locus_tag,gene_name,product,gene_category,best_rank,direction,log2fc,padj,timepoint
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1374,,conserved hypothetical protein,Unknown,6.0,up,2.08,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1400,,RmlC-like cupin domain-containing protein,Post-translational modification,6.0,down,-2.37,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1412,,cupin domain-containing protein,Unknown,7.0,down,-2.29,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM2065,,Hypothetical protein,Unknown,7.0,up,1.96,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1856,,Hypothetical protein,Unknown,8.0,up,1.95,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM2005,,conserved hypothetical protein,Unknown,8.0,down,-2.07,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0463,,conserved hypothetical protein,Unknown,9.0,down,-2.04,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1028,,uncharacterized conserved secreted protein,Unknown,9.0,up,1.94,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1868,,conserved hypothetical protein,Unknown,10.0,up,1.87,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_med4_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM2034,,Hypothetical protein,Unknown,10.0,down,-1.97,0.01,R (rescue: 70h vs 48h)
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0498,,putative gram-negative pili assembly chaperone,Stress response and adaptation,1.0,down,-2.07,0.01,28h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2573,,Hypothetical protein,Unknown,1.0,up,6.14,0.01,53h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0510,rimI,acetyltransferase family protein,Transcription,2.0,down,-2.05,0.01,28h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT1554,,pentapeptide repeats family protein,Unknown,2.0,up,4.5,0.01,53h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0496,pcb,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem I-associated",Stress response and adaptation,3.0,up,3.78,0.01,53h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2925,,Hypothetical protein,Unknown,3.0,down,-0.77,0.01,28h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0283,glyQ,"glycine--tRNA ligase, alpha subunit",Translation,4.0,up,1.95,0.01,16h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_0842,,Pyrimidine dimer DNA glycosylase,Replication and repair,4.0,up,1.98,0.01,28h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2384,,Hypothetical protein,Unknown,4.0,up,3.59,0.01,53h
10.1038/ismej.2011.49_iron_iron_starvation_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0801,isiB,flavodoxin,Stress response and adaptation,5.0,up,3.19,0.01,53h
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0498,,putative gram-negative pili assembly chaperone,Stress response and adaptation,1.0,up,2.87,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2573,,Hypothetical protein,Unknown,1.0,down,-6.38,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT1554,,pentapeptide repeats family protein,Unknown,2.0,down,-4.29,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2330,,Hypothetical protein,Unknown,2.0,up,2.0,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2384,,Hypothetical protein,Unknown,3.0,down,-3.72,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2925,,Hypothetical protein,Unknown,3.0,up,1.62,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0496,pcb,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem I-associated",Stress response and adaptation,4.0,down,-3.7,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0510,rimI,acetyltransferase family protein,Transcription,4.0,up,1.28,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0801,isiB,flavodoxin,Stress response and adaptation,5.0,down,-2.96,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT1429,petF,2Fe-2S ferredoxin,Stress response and adaptation,5.0,up,1.27,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_0842,,Pyrimidine dimer DNA glycosylase,Replication and repair,6.0,down,-2.91,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2924,,Hypothetical protein,Unknown,6.0,up,1.17,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0992,hli,high light inducible protein,Stress response and adaptation,7.0,down,-2.78,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT2240,focA,"nitrite transporter, FNT family",Stress response and adaptation,7.0,up,1.0,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT0287,idiA2,iron deficiency-induced protein A,Stress response and adaptation,8.0,down,-2.72,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2702,,Hypothetical protein,Unknown,8.0,up,0.98,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT1220,psaM,photosystem I reaction centre subunit XII,Stress response and adaptation,9.0,up,0.92,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT1288,,2OG-Fe(II) oxygenase family protein,Unknown,9.0,down,-2.25,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT1181,maf,septum formation protein,Cell cycle and division,10.0,up,0.86,0.01,R (rescue: 72h vs 53h)
10.1038/ismej.2011.49_growth_medium_ironreplete_control_mit9313_mit9313_microarray,Prochlorococcus MIT9313,Prochlorococcus,MICROARRAY,PMT_2662,,Conserved hypothetical protein,Unknown,10.0,down,-2.18,0.01,R (rescue: 72h vs 53h)
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1443,,uncharacterized conserved membrane protein,Unknown,1.0,down,-3.48,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2390,,putative alkaline phosphatase/5^ nucleotidase,Stress response and adaptation,1.0,up,2.64,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1018,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,2.0,up,2.54,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2151,psbA,photosystem II protein D1.2,Stress response and adaptation,2.0,down,-2.77,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1587,ftsH4,cell division protein FtsH,Stress response and adaptation,3.0,down,-2.47,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2391,,putative alkaline phosphatase,Stress response and adaptation,3.0,up,2.18,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1300,ftsH2,photosystem II D1 repair protein FtsH2,Post-translational modification,4.0,down,-2.18,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2496,rpoD4,"RNA polymerase sigma factor, type II",Transcription,4.0,up,1.96,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1444,,uncharacterized conserved membrane protein,Stress response and adaptation,5.0,down,-2.17,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2480,znuB,"ABC zinc transport system, ATPase component",Stress response and adaptation,5.0,up,1.95,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW0196,phoD,hemolysin-type calcium-binding repeat family protein,Stress response and adaptation,6.0,up,1.84,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2061,,Conserved hypothetical protein (DUF1815),Unknown,6.0,down,-2.11,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW0305,ftsH1,cell division protein FtsH1,Cell cycle and division,7.0,down,-2.06,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1139,,conserved hypothetical protein,Unknown,7.0,up,1.82,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW0318,ftrC,"ferredoxin-thioredoxin reductase, catalytic subunit",Carbohydrate metabolism,8.0,down,-1.92,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2244,,conserved hypothetical protein,Unknown,8.0,up,1.65,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW0102,rpoD8,"RNA polymerase sigma factor, type II",Stress response and adaptation,9.0,down,-1.84,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2340,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,9.0,up,1.64,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW1376,,conserved hypothetical protein,Unknown,10.0,up,1.63,,mid-log phase
10.1111/j.1462-2920.2009.01997.x_vibrio_coculture_wh8102_microarray,Synechococcus WH8102,Parasynechococcus,MICROARRAY,SYNW2508,dnaK3,chaperone protein DnaK,Stress response and adaptation,10.0,down,-1.78,,mid-log phase
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0550,rbcL,"ribulose bisphosphate carboxylase, large subunit",Photosynthesis,1,up,2.01,0.05,1h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0686,clpS1,ATP-dependent Clp protease adaptor protein ClpS,Post-translational modification,1,up,14.0,0.05,4h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0551,rbcS,"ribulose bisphosphate carboxylase, small subunit",Photosynthesis,2,up,1.85,0.05,1h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1501,rne,ribonuclease E,Transcription,2,up,3.51,0.05,3h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1502,rnhB,ribonuclease HII,Transcription,2,up,3.55,0.05,4h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0368,,conserved hypothetical protein (DUF3303),Unknown,3,up,1.68,0.05,6h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0685,,conserved hypothetical protein,Unknown,3,up,2.65,0.05,3h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0426,sun,ribosomal RNA small subunit methyltransferase B,Translation,4,up,1.81,0.05,7h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0819,,conserved hypothetical protein,Unknown,4,up,1.66,0.05,6h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1403,,HNH endonuclease family protein,Replication and repair,4,up,1.51,0.05,8h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1427,,conserved hypothetical protein,Unknown,6,up,1.93,0.05,4h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0936,umuD,"DNA polymerase V, subunit D",Replication and repair,8,up,1.31,0.05,2h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1284,phoH,phosphate starvation-inducible protein,Stress response and adaptation,8,up,1.8,0.05,4h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0014,dusA,tRNA dihydrouridine synthase,Translation,9,up,1.49,0.05,7h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0684,,conserved hypothetical protein (DUF1651),Unknown,9,up,1.58,0.05,3h
10.1038/nature06130_viral_phage_infected_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1529,prfA,peptide chain release factor 1,Translation,10,up,1.67,0.05,4h
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0311,metK,methionine adenosyltransferase,Amino acid metabolism,1.0,down,-0.9300917308262938,0.0267,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0741,psb29,photosystem II repair protein Psb29,Stress response and adaptation,1.0,up,1.7790797568026109,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0208,eno,enolase,Carbohydrate metabolism,2.0,up,1.3365824662183026,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1524,psaA,photosystem I core protein PsaA,Photosynthesis,2.0,down,-0.9225799628517276,0.0002,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1309,ftsZ,cell division protein FtsZ,Cell cycle and division,3.0,up,0.834470124273297,0.0102,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1523,psaB,photosystem I core protein PsaB,Photosynthesis,3.0,down,-0.8515322817156716,0.0015,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1484,rpoC1,"DNA-directed RNA polymerase complex, gamma subunit",Transcription,4.0,up,0.7273789331899319,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1609,fabF,beta-ketoacyl-(acyl-carrier-protein) synthase II (KASII),Lipid metabolism,4.0,down,-0.6572177180438722,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0142,,RNA-binding protein,Transport,5.0,up,0.7244147296713044,0.0249,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1171,isiB,flavodoxin,Stress response and adaptation,5.0,down,-0.3518571729842594,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1436,groL1,chaperonin GroEL,Stress response and adaptation,6.0,up,0.7113821636051452,0.005,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1145,pntB,pyridine nucleotide transhydrogenase beta subunit,Coenzyme metabolism,7.0,up,0.6570275594624698,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0406,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Translation,8.0,up,0.6420668320299175,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0004,purF,amidophosphoribosyltransferase,Nucleotide metabolism,9.0,up,0.4514353304370038,,acclimated mid-exponential
10.1021/pr060460c_light_HL_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0961,gmgG,possible glucosyl(mannosyl)glycerate-glucosidase,Stress response and adaptation,10.0,up,0.4425960925153159,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0134,rpaB,two-component system response regulator RR class II (RRII)-CheY-OmpR,Signal transduction,1.0,down,-0.7742315035704033,0.0375,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1145,pntB,pyridine nucleotide transhydrogenase beta subunit,Coenzyme metabolism,1.0,up,1.950505740835184,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0312,rpsA1,30S ribosomal protein S1,Translation,2.0,down,-0.5631985264294997,0.0491,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0741,psb29,photosystem II repair protein Psb29,Stress response and adaptation,2.0,up,1.6205394927770855,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0263,amt1,ammonium transporter,Central intermediary metabolism,3.0,up,1.1071521986349104,0.0008,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1166,,conserved hypothetical protein,Unknown,3.0,down,-0.4835813583661317,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0214,sul3,sulfate transporter family protein,Transport,4.0,up,0.9218171398466216,0.0017,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0311,metK,methionine adenosyltransferase,Amino acid metabolism,4.0,down,-0.4552178952133369,0.0172,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0642,metY,O-acetylhomoserine aminocarboxypropyltransferase,Amino acid metabolism,5.0,down,-0.4490993353524767,0.0018,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1186,ALB3,photosystem II assembly factor,Stress response and adaptation,5.0,up,0.6845494691838425,0.0384,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0208,eno,enolase,Carbohydrate metabolism,6.0,down,-0.4254624786979365,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0454,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Coenzyme metabolism,6.0,up,0.6569081834733373,0.008,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0004,purF,amidophosphoribosyltransferase,Nucleotide metabolism,7.0,up,0.6064422281316076,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1309,ftsZ,cell division protein FtsZ,Cell cycle and division,8.0,up,0.5871056977113589,0.0276,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0406,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Translation,9.0,up,0.4556494273164153,,acclimated mid-exponential
10.1021/pr060460c_light_ML_vs_LL_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0627,pcb,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Stress response and adaptation,10.0,up,0.4500443127539092,0.0327,acclimated mid-exponential
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1148,,conserved hypothetical protein,Unknown,1.0,down,-5.0,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1359,,"uncharacterized conserved membrane protein, DoxX family",Stress response and adaptation,1.0,up,37.2,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0544,chlB,"light-independent protochlorophyllide reductase, B subunit",Coenzyme metabolism,2.0,down,-4.1,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1118,hli,high light inducible protein,Stress response and adaptation,2.0,up,25.4,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0545,chlN,light-independent protochlorophyllide reductase subunit N,Coenzyme metabolism,3.0,down,-3.6,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1135,hli,high light inducible protein,Stress response and adaptation,3.0,up,23.0,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1028,,uncharacterized conserved secreted protein,Unknown,4.0,down,-3.5,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM1404,hli,high light inducible protein,Stress response and adaptation,4.0,up,20.0,0.05,45 min
10.1128/JB.01097-06_light_stress_blue_light_13_umol_med4_microarray,Prochlorococcus MED4,Prochlorococcus,MICROARRAY,PMM0660,,conserved hypothetical protein,Unknown,5.0,down,-3.2,0.05,45 min
